X [ m ], Y [ m ], Z [ m ], Density [ kg m^-3 ], Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
2.89189089e-02, -1.28794849e-01, 8.43138620e-02, 1.69430852e-01, 1.26594992e+05, 2.00609912e+03, 0.00000000e+00
6.94972724e-02, -1.47976518e-01, 6.37633651e-02, 1.55803546e-01, 1.14862141e+05, 1.97926575e+03, 0.00000000e+00
7.48832226e-02, -1.52461365e-01, 5.90692610e-02, 1.53383955e-01, 1.12840492e+05, 1.97507849e+03, 0.00000000e+00
8.01803619e-02, -1.58020914e-01, 5.39930686e-02, 1.50377437e-01, 1.10410258e+05, 1.97114148e+03, 0.00000000e+00
8.70790333e-02, -1.60473987e-01, 4.32282090e-02, 1.49209544e-01, 1.09441359e+05, 1.96912598e+03, 0.00000000e+00
8.42829719e-02, -1.62648022e-01, 4.93996143e-02, 1.48164585e-01, 1.08624758e+05, 1.96821497e+03, 0.00000000e+00
9.84955728e-02, -1.74737543e-01, 1.78497601e-02, 1.42635822e-01, 1.04413008e+05, 1.96519458e+03, 0.00000000e+00
9.98917520e-02, -1.78026855e-01, 1.27910506e-02, 1.41188085e-01, 1.03483023e+05, 1.96765894e+03, 0.00000000e+00
9.26176235e-02, -1.68099254e-01, 3.45010124e-02, 1.45523369e-01, 1.06589984e+05, 1.96637756e+03, 0.00000000e+00
9.54462141e-02, -1.72510028e-01, 2.87609007e-02, 1.43742651e-01, 1.05220000e+05, 1.96513843e+03, 0.00000000e+00
9.75931510e-02, -1.77487284e-01, 2.45370157e-02, 1.41751334e-01, 1.03737766e+05, 1.96466064e+03, 0.00000000e+00
8.89168084e-02, -1.67197615e-01, 4.26683351e-02, 1.46061987e-01, 1.06965406e+05, 1.96603345e+03, 0.00000000e+00
1.01024210e-01, -1.81291342e-01, 7.26646651e-03, 1.39888838e-01, 1.02744867e+05, 1.97174292e+03, 0.00000000e+00
1.01807833e-01, -1.84509546e-01, 1.74162455e-03, 1.38323516e-01, 1.01936227e+05, 1.97828137e+03, 0.00000000e+00
1.02274112e-01, -1.87659726e-01, -3.61208920e-03, 1.36613429e-01, 1.01351688e+05, 1.99147632e+03, 0.00000000e+00
1.02548353e-01, -1.91963702e-01, -9.57887247e-03, 1.35300815e-01, 1.00831594e+05, 2.00092786e+03, 0.00000000e+00
9.07430574e-02, -1.98860601e-01, -5.07240891e-02, 1.35190889e-01, 9.93634766e+04, 1.97300293e+03, 0.00000000e+00
8.46315250e-02, -2.00778574e-01, -6.08199313e-02, 1.35339692e-01, 9.88040000e+04, 1.95977441e+03, 0.00000000e+00
8.92876387e-02, -2.03686088e-01, -5.44242039e-02, 1.34330481e-01, 9.85771406e+04, 1.96993958e+03, 0.00000000e+00
9.49498042e-02, -2.00395063e-01, -4.28420156e-02, 1.34086430e-01, 9.91543750e+04, 1.98510962e+03, 0.00000000e+00
8.16881508e-02, -2.04208940e-01, -6.53961450e-02, 1.34891123e-01, 9.83366484e+04, 1.95699683e+03, 0.00000000e+00
7.80644566e-02, -2.07885534e-01, -7.03393668e-02, 1.34660557e-01, 9.79991875e+04, 1.95360791e+03, 0.00000000e+00
7.26671591e-02, -2.10384995e-01, -7.62884021e-02, 1.34563863e-01, 9.77302266e+04, 1.94965588e+03, 0.00000000e+00
6.86486438e-02, -2.14811474e-01, -8.05251673e-02, 1.34037480e-01, 9.73995156e+04, 1.95068750e+03, 0.00000000e+00
6.41066656e-02, -2.19572604e-01, -8.47388804e-02, 1.33762002e-01, 9.72925000e+04, 1.95254236e+03, 0.00000000e+00
5.91910593e-02, -2.22327307e-01, -8.85238722e-02, 1.33541927e-01, 9.71832109e+04, 1.95356091e+03, 0.00000000e+00
5.43252565e-02, -2.24832207e-01, -9.18214396e-02, 1.33116752e-01, 9.69529141e+04, 1.95516748e+03, 0.00000000e+00
1.63310207e-02, -2.00106278e-01, -1.02845781e-01, 1.36870280e-01, 9.86067188e+04, 1.93401709e+03, 0.00000000e+00
4.75578383e-02, -2.24446490e-01, -9.54636782e-02, 1.33142114e-01, 9.69005781e+04, 1.95374097e+03, 0.00000000e+00
4.23182398e-02, -2.20108330e-01, -9.75079387e-02, 1.33737192e-01, 9.71167422e+04, 1.94937354e+03, 0.00000000e+00
3.60718220e-02, -2.15390131e-01, -9.95296836e-02, 1.34243622e-01, 9.72893594e+04, 1.94548706e+03, 0.00000000e+00
2.98036747e-02, -2.12309241e-01, -1.01268545e-01, 1.34709418e-01, 9.74734766e+04, 1.94243054e+03, 0.00000000e+00
2.22183187e-02, -2.09738567e-01, -1.02920763e-01, 1.35176346e-01, 9.76670234e+04, 1.93956836e+03, 0.00000000e+00
1.55183543e-02, -2.06925571e-01, -1.03809468e-01, 1.35595754e-01, 9.78302422e+04, 1.93680676e+03, 0.00000000e+00
3.97182768e-03, -1.99821368e-01, -1.04006208e-01, 1.36837423e-01, 9.84912969e+04, 1.93221558e+03, 0.00000000e+00
-7.41848396e-03, -1.94837585e-01, -1.03133954e-01, 1.37933910e-01, 9.91496250e+04, 1.92967981e+03, 0.00000000e+00
-1.29801109e-02, -1.91225424e-01, -1.02055661e-01, 1.38952121e-01, 9.98186563e+04, 1.92847375e+03, 0.00000000e+00
-1.85765103e-02, -1.89478934e-01, -1.00910589e-01, 1.39329121e-01, 1.00057078e+05, 1.92785449e+03, 0.00000000e+00
-1.75828370e-03, -2.02315941e-01, -1.04389958e-01, 1.36322141e-01, 9.81366406e+04, 1.93252930e+03, 0.00000000e+00
9.74770822e-03, -2.04428181e-01, -1.04208276e-01, 1.35994837e-01, 9.80177344e+04, 1.93483008e+03, 0.00000000e+00
-2.54596248e-02, -1.87911838e-01, -9.91410166e-02, 1.39773667e-01, 1.00344633e+05, 1.92725757e+03, 0.00000000e+00
-3.19356285e-02, -1.82982832e-01, -9.64176878e-02, 1.41477585e-01, 1.01571281e+05, 1.92732629e+03, 0.00000000e+00
-3.87353078e-02, -1.82026714e-01, -9.37296450e-02, 1.41868189e-01, 1.01891656e+05, 1.92809106e+03, 0.00000000e+00
-4.53800410e-02, -1.79308549e-01, -9.01417211e-02, 1.42912716e-01, 1.02707172e+05, 1.92931946e+03, 0.00000000e+00
-7.96295181e-02, -1.45218626e-01, -4.91788462e-02, 1.59173056e-01, 1.15976156e+05, 1.95613550e+03, 0.00000000e+00
-8.13485011e-02, -1.40674025e-01, -4.38481495e-02, 1.62038520e-01, 1.18452836e+05, 1.96260132e+03, 0.00000000e+00
-7.62944445e-02, -1.50093868e-01, -5.63260168e-02, 1.56240582e-01, 1.13467898e+05, 1.94972900e+03, 0.00000000e+00
-8.54344591e-02, -1.43345103e-01, -3.70913483e-02, 1.60192013e-01, 1.16956344e+05, 1.96013635e+03, 0.00000000e+00
-7.46608526e-02, -1.55565873e-01, -6.05318770e-02, 1.53046474e-01, 1.10823633e+05, 1.94401758e+03, 0.00000000e+00
-8.20368901e-02, -1.11766376e-01, 1.69520788e-02, 1.86741158e-01, 1.39914203e+05, 2.01170630e+03, 0.00000000e+00
-7.94979632e-02, -1.08151615e-01, 2.21914332e-02, 1.90436542e-01, 1.43203156e+05, 2.01913196e+03, 0.00000000e+00
-7.63383880e-02, -1.03277363e-01, 2.65737828e-02, 1.96932673e-01, 1.49032594e+05, 2.03204175e+03, 0.00000000e+00
-7.18122497e-02, -9.65780169e-02, 3.14887576e-02, 2.05661267e-01, 1.56945500e+05, 2.04914844e+03, 0.00000000e+00
-8.85336697e-02, -1.40515536e-01, -2.63781603e-02, 1.62108734e-01, 1.18661531e+05, 1.96521057e+03, 0.00000000e+00
-8.82623643e-02, -1.45509869e-01, -3.13699022e-02, 1.58834428e-01, 1.15873031e+05, 1.95856494e+03, 0.00000000e+00
-9.04470682e-02, -1.42830282e-01, -2.15976872e-02, 1.60565853e-01, 1.17382125e+05, 1.96270435e+03, 0.00000000e+00
-9.06861126e-02, -1.39544815e-01, -1.61748156e-02, 1.63090140e-01, 1.19506172e+05, 1.96729211e+03, 0.00000000e+00
-9.11908820e-02, -1.37266755e-01, -7.87380710e-03, 1.64560407e-01, 1.20750898e+05, 1.97006616e+03, 0.00000000e+00
-9.06512290e-02, -1.34208009e-01, -1.01522286e-03, 1.66760832e-01, 1.22642266e+05, 1.97450732e+03, 0.00000000e+00
-8.93280581e-02, -1.29854783e-01, 3.93128954e-03, 1.70411244e-01, 1.25686828e+05, 1.98020007e+03, 0.00000000e+00
-8.80987868e-02, -1.27439693e-01, 1.03869662e-02, 1.72213271e-01, 1.27211156e+05, 1.98328674e+03, 0.00000000e+00
-8.38120356e-02, -1.18263572e-01, 1.87568236e-02, 1.80471227e-01, 1.34343938e+05, 1.99872217e+03, 0.00000000e+00
-8.65495726e-02, -1.25501230e-01, 1.67257190e-02, 1.74048305e-01, 1.28729313e+05, 1.98576892e+03, 0.00000000e+00
-6.97211996e-02, -9.89601389e-02, 3.77224907e-02, 2.03411043e-01, 1.54853984e+05, 2.04422473e+03, 0.00000000e+00
-6.64958060e-02, -9.83516127e-02, 4.27668989e-02, 2.03054413e-01, 1.54480969e+05, 2.04290796e+03, 0.00000000e+00
-6.11727610e-02, -9.42477286e-02, 4.76046391e-02, 2.10373953e-01, 1.61192609e+05, 2.05753418e+03, 0.00000000e+00
-5.70929870e-02, -8.95543993e-02, 4.97146323e-02, 2.17619881e-01, 1.67926000e+05, 2.07217725e+03, 0.00000000e+00
-5.29347807e-02, -8.48807022e-02, 5.14883883e-02, 2.25361481e-01, 1.75225031e+05, 2.08803955e+03, 0.00000000e+00
-4.37372029e-02, -8.48807022e-02, 5.94995953e-02, 2.24956557e-01, 1.74871141e+05, 2.08758105e+03, 0.00000000e+00
-4.91253883e-02, -8.71916339e-02, 5.63975275e-02, 2.20379263e-01, 1.70526750e+05, 2.07787573e+03, 0.00000000e+00
-5.17183952e-02, -1.77074417e-01, -8.62160549e-02, 1.43598631e-01, 1.03244461e+05, 1.93015442e+03, 0.00000000e+00
-5.91011234e-02, -1.74689054e-01, -8.07672888e-02, 1.44625083e-01, 1.04047133e+05, 1.93136011e+03, 0.00000000e+00
-6.33775368e-02, -1.70324206e-01, -7.63751790e-02, 1.46208242e-01, 1.05289484e+05, 1.93327002e+03, 0.00000000e+00
-6.91783577e-02, -1.66460589e-01, -7.01098740e-02, 1.47842482e-01, 1.06599531e+05, 1.93570581e+03, 0.00000000e+00
-7.29604512e-02, -1.62652627e-01, -6.49437383e-02, 1.49501085e-01, 1.07951711e+05, 1.93852332e+03, 0.00000000e+00
-3.65361758e-02, 9.13099498e-02, 6.64062425e-02, 3.54153299e+00, 4.57412450e+06, 3.46710352e+03, 0.00000000e+00
-4.14494574e-02, 9.69049335e-02, 6.34363741e-02, 3.54091287e+00, 4.57311650e+06, 3.46694629e+03, 0.00000000e+00
-4.48814221e-02, 1.01878256e-01, 6.10564426e-02, 3.54061818e+00, 4.57263350e+06, 3.46686816e+03, 0.00000000e+00
-5.13263233e-02, 1.11824892e-01, 5.57480007e-02, 3.54007554e+00, 4.57172600e+06, 3.46671191e+03, 0.00000000e+00
-4.81770486e-02, 1.06851578e-01, 5.84910512e-02, 3.54030800e+00, 4.57211750e+06, 3.46678125e+03, 0.00000000e+00
-5.43196946e-02, 1.16798215e-01, 5.28356135e-02, 3.53986454e+00, 4.57136250e+06, 3.46664258e+03, 0.00000000e+00
-5.71480617e-02, 1.24258190e-01, 4.97627370e-02, 3.53971505e+00, 4.57109150e+06, 3.46658350e+03, 0.00000000e+00
-5.98028451e-02, 1.26744851e-01, 4.65387069e-02, 3.53968334e+00, 4.57103050e+06, 3.46656836e+03, 0.00000000e+00
-6.22759871e-02, 1.31718174e-01, 4.31732871e-02, 3.53960466e+00, 4.57087300e+06, 3.46652661e+03, 0.00000000e+00
-6.34672716e-02, 1.39178172e-01, 4.14546952e-02, 3.53955317e+00, 4.57075700e+06, 3.46648877e+03, 0.00000000e+00
-6.56547472e-02, 1.44151464e-01, 3.78951319e-02, 3.53953075e+00, 4.57069650e+06, 3.46646411e+03, 0.00000000e+00
-6.76427782e-02, 1.49124816e-01, 3.42204720e-02, 3.53952050e+00, 4.57065300e+06, 3.46644189e+03, 0.00000000e+00
-7.02104494e-02, 1.54098108e-01, 2.85083260e-02, 3.53951740e+00, 4.57062250e+06, 3.46642114e+03, 0.00000000e+00
-7.23530576e-02, 1.59071431e-01, 2.26190370e-02, 3.53952122e+00, 4.57060200e+06, 3.46640186e+03, 0.00000000e+00
-7.34893233e-02, 1.64044753e-01, 1.85985472e-02, 3.53952909e+00, 4.57058800e+06, 3.46638379e+03, 0.00000000e+00
-7.44023547e-02, 1.69018090e-01, 1.45215569e-02, 3.53954124e+00, 4.57058100e+06, 3.46636646e+03, 0.00000000e+00
-7.50893950e-02, 1.73991397e-01, 1.04004480e-02, 3.53955603e+00, 4.57057900e+06, 3.46635034e+03, 0.00000000e+00
-7.55483434e-02, 1.78964719e-01, 6.24773884e-03, 3.53957272e+00, 4.57057950e+06, 3.46633447e+03, 0.00000000e+00
-7.57777318e-02, 1.85803026e-01, 1.55432615e-03, 3.53960109e+00, 4.57058600e+06, 3.46631201e+03, 0.00000000e+00
-7.56618232e-02, 1.91398025e-01, -4.18565143e-03, 3.53962541e+00, 4.57059550e+06, 3.46629468e+03, 0.00000000e+00
-7.53163099e-02, 1.96371332e-01, -8.34774878e-03, 3.53964829e+00, 4.57060550e+06, 3.46628003e+03, 0.00000000e+00
-7.47420192e-02, 2.01344654e-01, -1.24844834e-02, 3.53967333e+00, 4.57061850e+06, 3.46626587e+03, 0.00000000e+00
-7.39406943e-02, 2.06317961e-01, -1.65832881e-02, 3.53969240e+00, 4.57062900e+06, 3.46625537e+03, 0.00000000e+00
-7.29147717e-02, 2.11291313e-01, -2.06317082e-02, 3.53972578e+00, 4.57064900e+06, 3.46623730e+03, 0.00000000e+00
-7.11589083e-02, 2.16886282e-01, -2.60977112e-02, 3.53975868e+00, 4.57067700e+06, 3.46622559e+03, 0.00000000e+00
-7.34839961e-02, 2.23724604e-01, -1.86195746e-02, 3.53983116e+00, 4.57074950e+06, 3.46621338e+03, 0.00000000e+00
4.65491153e-02, 2.23724604e-01, 5.98311462e-02, 3.53983855e+00, 4.57076200e+06, 3.46621631e+03, 0.00000000e+00
4.97715101e-02, 2.18751267e-01, 5.71785197e-02, 3.53978467e+00, 4.57071100e+06, 3.46622681e+03, 0.00000000e+00
4.81603146e-02, 2.11291313e-01, 5.85048310e-02, 3.53972006e+00, 4.57065450e+06, 3.46624707e+03, 0.00000000e+00
4.48639542e-02, 2.06317961e-01, 6.10692799e-02, 3.53968143e+00, 4.57063500e+06, 3.46627075e+03, 0.00000000e+00
4.01208103e-02, 2.00722978e-01, 6.43039793e-02, 3.53964925e+00, 4.57062150e+06, 3.46629175e+03, 0.00000000e+00
3.60615738e-02, 1.93884671e-01, 6.66794479e-02, 3.53960586e+00, 4.57060400e+06, 3.46632056e+03, 0.00000000e+00
3.23332548e-02, 1.88911363e-01, 6.85649142e-02, 3.53958368e+00, 4.57059450e+06, 3.46633545e+03, 0.00000000e+00
2.85067167e-02, 1.83938026e-01, 7.02420995e-02, 3.53956175e+00, 4.57058750e+06, 3.46635132e+03, 0.00000000e+00
2.45935936e-02, 1.78964719e-01, 7.17059374e-02, 3.53953838e+00, 4.57058250e+06, 3.46637085e+03, 0.00000000e+00
2.06057727e-02, 1.73991397e-01, 7.29519576e-02, 3.53951716e+00, 4.57058100e+06, 3.46638989e+03, 0.00000000e+00
1.70652866e-02, 1.67153090e-01, 7.38475248e-02, 3.53949285e+00, 4.57058550e+06, 3.46641724e+03, 0.00000000e+00
1.45071270e-02, 1.61558092e-01, 7.43758976e-02, 3.53948402e+00, 4.57059450e+06, 3.46643262e+03, 0.00000000e+00
1.03875883e-02, 1.56584769e-01, 7.50621706e-02, 3.53948307e+00, 4.57060950e+06, 3.46644556e+03, 0.00000000e+00
6.23652944e-03, 1.51611462e-01, 7.55204484e-02, 3.53948784e+00, 4.57063350e+06, 3.46645801e+03, 0.00000000e+00
-9.30043279e-06, 1.44151479e-01, 7.58060440e-02, 3.53951502e+00, 4.57069850e+06, 3.46648145e+03, 0.00000000e+00
-4.17418731e-03, 1.39178157e-01, 7.56912306e-02, 3.53954291e+00, 4.57075850e+06, 3.46649951e+03, 0.00000000e+00
-8.34201369e-03, 1.34204835e-01, 7.53458515e-02, 3.53959274e+00, 4.57083950e+06, 3.46651270e+03, 0.00000000e+00
-1.29923150e-02, 1.31096512e-01, 7.46718198e-02, 3.53962088e+00, 4.57089300e+06, 3.46652490e+03, 0.00000000e+00
-1.65806655e-02, 1.24258183e-01, 7.39707276e-02, 3.53972435e+00, 4.57109300e+06, 3.46657568e+03, 0.00000000e+00
-2.26224065e-02, 1.16798215e-01, 7.23218992e-02, 3.53990746e+00, 4.57143000e+06, 3.46665161e+03, 0.00000000e+00
-2.46181022e-02, 9.93916020e-02, 7.16975257e-02, 3.54076624e+00, 4.57287550e+06, 3.46690698e+03, 0.00000000e+00
-2.85307262e-02, 9.44182798e-02, 7.02323616e-02, 3.54123044e+00, 4.57363500e+06, 3.46702856e+03, 0.00000000e+00
-2.65724529e-02, 1.11824892e-01, 7.09657371e-02, 3.54007673e+00, 4.57172700e+06, 3.46671240e+03, 0.00000000e+00
-2.90084910e-02, 1.06229916e-01, 7.00227693e-02, 3.54028368e+00, 4.57207900e+06, 3.46677588e+03, 0.00000000e+00
1.01081304e-01, -1.92634523e-01, -2.03112457e-02, 1.35101169e-01, 1.00761609e+05, 2.00225024e+03, 0.00000000e+00
1.00757934e-01, -1.96534991e-01, -2.43219808e-02, 1.33918867e-01, 9.98577969e+04, 2.00170435e+03, 0.00000000e+00
1.02246068e-01, -1.93878442e-01, -1.46077452e-02, 1.35078415e-01, 1.00753992e+05, 2.00235889e+03, 0.00000000e+00
9.97454524e-02, -2.00395063e-01, -3.00291181e-02, 1.33232400e-01, 9.92183828e+04, 1.99914563e+03, 0.00000000e+00
9.81320590e-02, -2.03850642e-01, -3.62545438e-02, 1.32840410e-01, 9.87381016e+04, 1.99531104e+03, 0.00000000e+00
3.41746435e-02, -1.33388638e-01, 8.37486610e-02, 1.65386036e-01, 1.23434734e+05, 2.00381860e+03, 0.00000000e+00
3.93103994e-02, -1.38237342e-01, 8.29495266e-02, 1.61537990e-01, 1.20339750e+05, 2.00006470e+03, 0.00000000e+00
4.50310856e-02, -1.41972214e-01, 8.11107606e-02, 1.59150764e-01, 1.18223633e+05, 1.99442456e+03, 0.00000000e+00
4.97063957e-02, -1.45786494e-01, 7.94937238e-02, 1.56592831e-01, 1.15959227e+05, 1.98812183e+03, 0.00000000e+00
5.47497720e-02, -1.49288297e-01, 7.71699473e-02, 1.54632986e-01, 1.14235414e+05, 1.98331531e+03, 0.00000000e+00
5.92611693e-02, -1.53116569e-01, 7.49472901e-02, 1.52488172e-01, 1.12309328e+05, 1.97731165e+03, 0.00000000e+00
6.48455918e-02, -1.54994980e-01, 7.07411990e-02, 1.51692167e-01, 1.11559438e+05, 1.97440137e+03, 0.00000000e+00
6.88858852e-02, -1.52706802e-01, 6.60489425e-02, 1.52925104e-01, 1.12525789e+05, 1.97547681e+03, 0.00000000e+00
-4.03927788e-02, -8.48807022e-02, 6.18188344e-02, 2.24847168e-01, 1.74774344e+05, 2.08744775e+03, 0.00000000e+00
-3.93348485e-02, -9.01217014e-02, 6.49582967e-02, 2.15576783e-01, 1.66086938e+05, 2.06894189e+03, 0.00000000e+00
-3.50026898e-02, -9.42477286e-02, 6.91601112e-02, 2.09571600e-01, 1.60502984e+05, 2.05658154e+03, 0.00000000e+00
-3.18458006e-02, -9.89601463e-02, 7.25939125e-02, 2.02851444e-01, 1.54318328e+05, 2.04277502e+03, 0.00000000e+00
-2.77980417e-02, -9.89601463e-02, 7.42381364e-02, 2.02765912e-01, 1.54228063e+05, 2.04245239e+03, 0.00000000e+00
-2.36658361e-02, -9.89601463e-02, 7.56568536e-02, 2.02559114e-01, 1.54123281e+05, 2.04315674e+03, 0.00000000e+00
-1.98548958e-02, -1.03395455e-01, 7.83981234e-02, 1.96374968e-01, 1.48572344e+05, 2.03151514e+03, 0.00000000e+00
-1.77926123e-02, -1.08144723e-01, 8.06186348e-02, 1.90040261e-01, 1.42842375e+05, 2.01823596e+03, 0.00000000e+00
-9.29787941e-03, -1.09852262e-01, 8.26193988e-02, 1.88065022e-01, 1.41274766e+05, 2.01698096e+03, 0.00000000e+00
-4.67376364e-03, -1.15580499e-01, 8.49194303e-02, 1.82333842e-01, 1.36357984e+05, 2.00794751e+03, 0.00000000e+00
1.54528196e-03, -1.23469807e-01, 8.74998122e-02, 1.75072685e-01, 1.30284438e+05, 1.99803955e+03, 0.00000000e+00
9.54244379e-03, -1.30003467e-01, 8.89687166e-02, 1.69205531e-01, 1.25666664e+05, 1.99404749e+03, 0.00000000e+00
1.60953104e-02, -1.33639827e-01, 8.90590549e-02, 1.66123316e-01, 1.23270766e+05, 1.99222925e+03, 0.00000000e+00
2.21493691e-02, -1.35495380e-01, 8.82736668e-02, 1.64656863e-01, 1.22264266e+05, 1.99357678e+03, 0.00000000e+00
2.84360815e-02, -1.36581630e-01, 8.67809579e-02, 1.63340136e-01, 1.21377141e+05, 1.99508899e+03, 0.00000000e+00
7.37437829e-02, -1.56957403e-01, 6.21387549e-02, 1.50674403e-01, 1.10665242e+05, 1.97181335e+03, 0.00000000e+00
7.76080191e-02, -1.61002338e-01, 5.87311983e-02, 1.48851052e-01, 1.09200773e+05, 1.96954382e+03, 0.00000000e+00
8.17284733e-02, -1.65679216e-01, 5.46620414e-02, 1.46627083e-01, 1.07432289e+05, 1.96700537e+03, 0.00000000e+00
8.59041587e-02, -1.68925226e-01, 4.91987355e-02, 1.45215154e-01, 1.06310438e+05, 1.96538049e+03, 0.00000000e+00
9.97897014e-02, -1.82410315e-01, 1.84102021e-02, 1.39902130e-01, 1.02365211e+05, 1.96427600e+03, 0.00000000e+00
1.01155452e-01, -1.85463741e-01, 1.29526053e-02, 1.38672128e-01, 1.01640773e+05, 1.96767114e+03, 0.00000000e+00
9.38176885e-02, -1.74683541e-01, 3.49412486e-02, 1.42997041e-01, 1.04651195e+05, 1.96469836e+03, 0.00000000e+00
9.79198143e-02, -1.82412222e-01, 2.65876316e-02, 1.40002012e-01, 1.02433227e+05, 1.96417749e+03, 0.00000000e+00
9.56585109e-02, -1.81293115e-01, 3.32496054e-02, 1.40445665e-01, 1.02738570e+05, 1.96381055e+03, 0.00000000e+00
8.94099027e-02, -1.72510028e-01, 4.40799072e-02, 1.43748298e-01, 1.05173109e+05, 1.96418469e+03, 0.00000000e+00
1.02386691e-01, -1.89614058e-01, 7.07969023e-03, 1.37147874e-01, 1.00788063e+05, 1.97281714e+03, 0.00000000e+00
1.03117831e-01, -1.92921072e-01, 1.76458806e-03, 1.35868683e-01, 1.00214289e+05, 1.97997412e+03, 0.00000000e+00
1.03417397e-01, -1.95410252e-01, -3.93291190e-03, 1.34437218e-01, 9.98807656e+04, 1.99434216e+03, 0.00000000e+00
1.03588820e-01, -1.99436262e-01, -9.67607554e-03, 1.33389458e-01, 9.95838438e+04, 2.00445959e+03, 0.00000000e+00
9.31011289e-02, -2.05097720e-01, -4.80287410e-02, 1.33443251e-01, 9.84865156e+04, 1.98121655e+03, 0.00000000e+00
8.56573209e-02, -2.07310110e-01, -6.07377179e-02, 1.34017140e-01, 9.80414766e+04, 1.96383069e+03, 0.00000000e+00
9.06282887e-02, -2.09808186e-01, -5.36038242e-02, 1.33112818e-01, 9.79861953e+04, 1.97599634e+03, 0.00000000e+00
9.64485183e-02, -2.07307398e-01, -4.15641814e-02, 1.32566929e-01, 9.83286719e+04, 1.99112781e+03, 0.00000000e+00
8.23289007e-02, -2.11345986e-01, -6.59084842e-02, 1.33814812e-01, 9.77330547e+04, 1.96060962e+03, 0.00000000e+00
7.86129162e-02, -2.14811474e-01, -7.08304122e-02, 1.33639663e-01, 9.74919297e+04, 1.95833313e+03, 0.00000000e+00
7.31478035e-02, -2.17315227e-01, -7.67962188e-02, 1.33656114e-01, 9.73132422e+04, 1.95450952e+03, 0.00000000e+00
6.98137656e-02, -2.22361892e-01, -8.04543048e-02, 1.33298725e-01, 9.71355938e+04, 1.95616309e+03, 0.00000000e+00
6.47416413e-02, -2.26948023e-01, -8.50144848e-02, 1.32759750e-01, 9.68650156e+04, 1.95864709e+03, 0.00000000e+00
5.97484671e-02, -2.28871182e-01, -8.87477025e-02, 1.32656008e-01, 9.67770234e+04, 1.95839160e+03, 0.00000000e+00
5.00193089e-02, -2.29579553e-01, -9.46357176e-02, 1.32413387e-01, 9.65798984e+04, 1.95797668e+03, 0.00000000e+00
4.29171696e-02, -2.26756379e-01, -9.78313163e-02, 1.32895499e-01, 9.67780234e+04, 1.95488879e+03, 0.00000000e+00
3.63002419e-02, -2.22905874e-01, -1.00160480e-01, 1.33503810e-01, 9.70233516e+04, 1.95090576e+03, 0.00000000e+00
3.06413118e-02, -2.19435841e-01, -1.01724908e-01, 1.33926466e-01, 9.71579766e+04, 1.94744580e+03, 0.00000000e+00
2.42829304e-02, -2.16929883e-01, -1.03204861e-01, 1.34217784e-01, 9.72294688e+04, 1.94465601e+03, 0.00000000e+00
1.67227723e-02, -2.12885424e-01, -1.04297683e-01, 1.34766474e-01, 9.74124297e+04, 1.94039331e+03, 0.00000000e+00
9.82714072e-03, -2.11925521e-01, -1.05056584e-01, 1.34872481e-01, 9.74084375e+04, 1.93878625e+03, 0.00000000e+00
4.05531144e-03, -2.08182082e-01, -1.05025552e-01, 1.35389209e-01, 9.76316016e+04, 1.93582043e+03, 0.00000000e+00
-9.24618449e-03, -2.01931894e-01, -1.03943117e-01, 1.36425093e-01, 9.81603125e+04, 1.93153613e+03, 0.00000000e+00
-1.46315377e-02, -1.97613433e-01, -1.02745861e-01, 1.37327045e-01, 9.87067500e+04, 1.92954272e+03, 0.00000000e+00
-2.15338767e-02, -1.95410252e-01, -1.01227053e-01, 1.37780309e-01, 9.89755703e+04, 1.92844177e+03, 0.00000000e+00
-2.69003049e-03, -2.09512785e-01, -1.05212249e-01, 1.35210127e-01, 9.74979453e+04, 1.93572815e+03, 0.00000000e+00
-2.86292098e-02, -1.91962019e-01, -9.89442468e-02, 1.38758540e-01, 9.96123047e+04, 1.92717908e+03, 0.00000000e+00
-3.36638764e-02, -1.89076468e-01, -9.68846381e-02, 1.39652103e-01, 1.00245344e+05, 1.92701392e+03, 0.00000000e+00
-4.16273028e-02, -1.86993748e-01, -9.33564529e-02, 1.40320823e-01, 1.00765859e+05, 1.92779675e+03, 0.00000000e+00
-4.90385480e-02, -1.83770716e-01, -8.91030654e-02, 1.41381025e-01, 1.01579344e+05, 1.92879626e+03, 0.00000000e+00
-8.05797726e-02, -1.52594000e-01, -5.10963388e-02, 1.54595494e-01, 1.12181484e+05, 1.94813501e+03, 0.00000000e+00
-8.24304894e-02, -1.47949263e-01, -4.57682423e-02, 1.57289788e-01, 1.14466125e+05, 1.95377832e+03, 0.00000000e+00
-7.86188319e-02, -1.56959444e-01, -5.58313169e-02, 1.52152449e-01, 1.10149531e+05, 1.94354663e+03, 0.00000000e+00
-8.58733729e-02, -1.48229137e-01, -3.91008146e-02, 1.57134160e-01, 1.14400500e+05, 1.95458850e+03, 0.00000000e+00
-7.65955448e-02, -1.63839549e-01, -6.10164478e-02, 1.49048194e-01, 1.07626813e+05, 1.93855481e+03, 0.00000000e+00
-8.09858739e-02, -1.14391677e-01, 2.46209875e-02, 1.84115231e-01, 1.37559344e+05, 2.00604602e+03, 0.00000000e+00
-7.77942985e-02, -1.09612718e-01, 2.91153379e-02, 1.89220741e-01, 1.42086125e+05, 2.01619775e+03, 0.00000000e+00
